contrast,label,tf,NES,pvalue,regulon_size,padj,activity,interpretation
C3,Limbus vs cultured limbal epithelial cells,ZBTB10,3.079512595318108,0.0020733960314089357,123,0.004536528158947371,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,THAP1,-3.069943630321807,0.0021409917566164076,20,0.004624615989452594,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,L3MBTL4,-3.0693236316071157,0.0021454404074780077,226,0.004624615989452594,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,AHRR,3.060973839253901,0.0022061836960041463,95,0.004720584231891225,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF486,3.0476312469559157,0.0023065277719563106,111,0.0048992670192648646,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TFDP1,-3.013387669941646,0.0025834866274415374,46,0.005447787018735416,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZBTB14,-3.007052637818982,0.0026379408068661755,44,0.005487021757639689,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,L3MBTL3,-3.006837969426552,0.0026398042820259668,15,0.005487021757639689,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,KLF9,3.002383222322379,0.002678747258726727,14,0.0055284783850317555,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,STAT4,-2.9936801344852437,0.0027563474623272617,70,0.005648571208008685,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZBTB41,-2.9802424706272834,0.0028802030308074608,12,0.005861112461293504,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,PRDM16,2.970268880773058,0.002975391983082905,40,0.006003066634409245,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,LHX1,-2.968638901537883,0.00299121876972282,32,0.006003066634409245,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF675,-2.9454409440420553,0.0032249470492651663,48,0.00641991025467213,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZXDB,2.9437090250884794,0.003243047448236437,10,0.00641991025467213,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZBTB5,2.8787338391697115,0.003992751519647457,203,0.00785061278525277,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ASH1L,2.8616961486292536,0.004213806708686972,11,0.008229649343811467,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,BNC2,2.85361723037331,0.004322457666449763,146,0.008341010180708722,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF44,-2.853198839628444,0.004328153049096278,11,0.008341010180708722,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,FOS,2.8217465233798933,0.004776291199887476,31,0.00914408381031089,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF280D,2.806255871655388,0.005012087537607677,19,0.009532793944077347,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,FOXF2,2.796004487753156,0.0051738681987252445,155,0.009776595102786013,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF136,2.7866710877920746,0.005325249921876683,75,0.009997727272684612,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,E2F8,-2.7815023003359,0.00541079472124612,141,0.010093213230016801,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,MSX1,2.7726452538365307,0.005560269823794932,92,0.010305977826269588,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF423,2.765518579448089,0.005683236747565484,35,0.010467227174313644,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,JUNB,2.7594897032492933,0.005789171146965292,18,0.010595275495389307,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TSHZ3,2.7450148788592172,0.006050815428878159,304,0.011004920561272152,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,BHLHE41,2.7292007515926158,0.0063488041525259255,154,0.011475167753944374,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF431,-2.7119254793221175,0.006689362960920968,22,0.01201607791128396,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF2,-2.707629992002511,0.0067765526540159325,22,0.012098017314838259,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ESRRG,-2.701821805704998,0.006896071021536077,162,0.012236321141871941,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,HES2,-2.6665707042853515,0.007662948586960842,56,0.013514654780640031,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF658,-2.63421371354537,0.008433238826037054,68,0.014783569267330016,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ELK3,-2.6169405967350117,0.008872177998719671,38,0.015459902979804938,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TCF4,2.6095998931659845,0.0090648175860175,49,0.015701559032923168,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF226,-2.6060092301558306,0.009160399306600795,25,0.015773231942135094,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TOPORS,2.5682679855943173,0.010220810682939526,189,0.017478296168508864,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,DZIP1,2.566578031040569,0.010270751356752632,160,0.017478296168508864,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF770,2.5592160155107293,0.010490853047439689,29,0.017749059516307845,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,PLSCR1,-2.5515448863075627,0.010724650859024026,135,0.018039730635699372,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF616,-2.5378074435650855,0.011154934120393088,19,0.01865566568410568,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF687,-2.535377610896402,0.011232617150668776,27,0.018678237661969223,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZBTB7C,2.5242965011676572,0.011593010337701446,268,0.01916798868335864,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,GRHL1,-2.5117183971487935,0.012014491843170223,13,0.019752639131991722,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,NR1D2,2.483279494640272,0.013017890257635464,143,0.021282056544786068,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF85,2.4731981172420467,0.013390988515235755,28,0.021769707586221255,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF10,2.4577938957490515,0.01397933760051111,23,0.022599929120826295,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,PAX6,-2.4514850017092797,0.014226811529447556,22,0.022872940083255463,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,MYCL,-2.4484930736934913,0.014345518811803916,130,0.02293706579249967,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF77,-2.413810322591395,0.01578667820399577,18,0.025103406324386717,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,HOXD8,2.3971955230543203,0.016521105245601343,284,0.026128487100380383,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,MTERF1,-2.3884670502290373,0.01691882537470123,18,0.026612855048854366,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,PPARG,2.383024520596216,0.017171050539455123,25,0.026864385521405593,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,BAZ2A,-2.354389178245445,0.018553175026650253,18,0.028871518356979806,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,GLMP,2.343283434757819,0.01911485573162819,174,0.02958735647821172,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF483,2.3329685914725204,0.01964979384018719,53,0.03021834859744042,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,CSRNP2,-2.3314395664163774,0.01973019324231505,12,0.03021834859744042,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,NFATC4,2.3191715930750116,0.020385734089635964,13,0.031058893298869458,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,PRDM6,2.3171716407597738,0.02049438370542205,29,0.03106180030353029,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TEAD2,-2.308139821750735,0.02099136094433231,300,0.03165018670881193,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZKSCAN5,-2.3057426341351035,0.021125017336618986,13,0.03168752600492848,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,MSX2,2.2950779127731016,0.02172865962065276,272,0.03242584589543566,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TFE3,2.288836648277081,0.022088845254043338,105,0.03279517331085006,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZFHX4,2.2734165922009124,0.02300108720099633,38,0.033976225256294075,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF567,-2.2304314952366906,0.025718810618490864,69,0.03779885803020627,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,DACH1,2.2284011645676793,0.025853775511547314,198,0.03780627474301643,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,DUX1,2.2226178945605466,0.026241576530311592,39,0.037991536170749615,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,DUX3,2.2226178945605466,0.026241576530311592,39,0.037991536170749615,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,GBX2,-2.216338798181745,0.02666830776686073,69,0.03841820574334887,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,RUNX2,2.1910099348148204,0.02845107352561707,313,0.04078454382243629,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF22,2.1871013290069183,0.02873512765029371,41,0.040989814442330734,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF208,2.1539277038546634,0.031245841975281095,20,0.04435385373076487,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,CARF,-2.0686339451584277,0.03858045002930371,17,0.05449956775984165,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF711,2.016621505311194,0.04373502703172227,317,0.06132312650255624,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TLX2,2.0156906126536285,0.04383233784375154,17,0.06132312650255624,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,YBX2,-2.0125962123213124,0.04415712577059166,27,0.06135947044288813,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,E2F2,-2.0114302558924635,0.044280030216517205,41,0.06135947044288813,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,RORA,1.9790723095047293,0.04780786559663963,192,0.0659340705621902,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,KLF12,1.974049182263361,0.048376150843264264,296,0.0664031127141033,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,CENPS,-1.9529811415719929,0.05082182983669816,36,0.06943264076281298,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,NR3C1,1.940511677855971,0.052317536354490705,19,0.07114207046334951,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZBTB7B,-1.9352218819818623,0.05296307363846162,44,0.07168490431996434,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,POU2AF1,1.9020169881139444,0.05716893371451904,91,0.07701925792094927,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF430,1.8894155263658041,0.0588361720457767,68,0.07890012011668673,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,GTF2IRD1,1.8864110580397715,0.0592395835784968,98,0.07907669184102097,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,HMGN3,1.8774542120828932,0.060455867291801524,28,0.08033176886718832,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TRPS1,1.865901685841283,0.06205512170678988,11,0.08201868199479112,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TET3,1.864232208497129,0.06228910213350116,139,0.08201868199479112,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,PRDM1,1.7736047844914467,0.07612854574252159,18,0.09979012077060262,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ETV3,1.770895124337774,0.0765781432943331,20,0.09992932600291898,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,DBP,1.7359318196004927,0.08257589073757418,19,0.1072749294849736,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,E2F3,-1.7213379362580468,0.08518951930564775,334,0.11017844496863774,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF174,-1.7161868679518124,0.08612784594744823,18,0.11089912907392668,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZBTB43,1.6948502330520416,0.09010383539291214,90,0.11550755990897547,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZIK1,-1.6910080538546368,0.09083526445272713,33,0.11593448226203332,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,IRF4,1.6883030113227027,0.09135307747596723,15,0.11608622508954787,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF568,-1.6782336943521616,0.09330148638445891,22,0.11804666320816323,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,MKX,1.671439673595501,0.09463486506849449,47,0.11921534950186968,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF268,-1.6662671909198083,0.09566020841576403,16,0.11998758900425575,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,SOX7,1.6225632880898115,0.10468279374596631,146,0.13074117158830986,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,NR4A3,1.5761762816851774,0.11498518303446827,40,0.14251790953648244,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,HOXD10,1.575713769787312,0.11509178261537242,168,0.14251790953648244,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF43,1.541131729851074,0.12328472884665821,23,0.1520163393829557,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF461,1.5266784185845972,0.12684099647527,97,0.15574147668482521,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,BATF,1.5233436842940045,0.1276727433773289,14,0.15610406858320466,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,DLX4,1.4990515497447534,0.13386025933994747,11,0.1629846672298105,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF717,1.4849838994239253,0.13754808919617115,55,0.1667770581503575,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,FOXN1,1.435268692892021,0.1512105454317989,211,0.18258202788652897,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,CREBL2,1.4294934032563889,0.15286246962150418,189,0.18381396140437076,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ELF2,1.4226678946923565,0.1548324518042281,61,0.18541663981493983,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF814,1.3956610206789446,0.16281659756181685,38,0.19417881102659307,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF141,-1.391352539738553,0.1641185489340405,14,0.19493264383594197,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,MYCN,1.3746165613693995,0.1692503514240744,81,0.2002107815626246,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,PROX1,1.3436554248557913,0.17905983783051704,96,0.21095713687724882,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,YBX3,-1.328707614692536,0.18394445172735097,11,0.21583804618007713,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF667,-1.3097369869464246,0.1902848265315314,49,0.22238106233203067,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF750,1.2639298943841693,0.20625519078685078,34,0.24008104207589429,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,SOX15,-1.2492590989319072,0.21157032248048843,102,0.24528670853315593,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,DMRTA2,-1.2122288146595521,0.2254248043434637,28,0.2603119764442378,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF488,-1.1950906456142412,0.23205161638804414,105,0.26690521884948953,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF18,1.1840230177830762,0.23640395134772998,28,0.2708407474101946,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF800,-1.1108786874450454,0.26662057036312553,18,0.3042611214732138,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,PURB,-1.0745940386624926,0.28255652198146713,56,0.3211872964711208,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,CEBPA,1.0580753141153165,0.2900211077763059,19,0.3283896589996304,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF599,-0.977938852212503,0.32810456785459463,66,0.3700714311848335,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,FOXD1,0.9705780638421981,0.33175843392217463,75,0.37274789293958616,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TEAD1,0.9679275790925311,0.3330805395805222,31,0.37279398853050755,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF91,0.9402567734417913,0.34708586653866697,240,0.38698079372701955,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,CSRNP3,0.9371593258796194,0.3486766085861624,22,0.38727058434569944,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,MYB,0.9202520160858999,0.3574410777943332,63,0.3954956412096995,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,OTX1,0.9097668777887451,0.36294546590296795,16,0.4000648885521351,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,CENPT,0.9057198176480558,0.3650841703795161,56,0.4009037493601479,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TERF2,0.8637559862796307,0.38772195096164186,16,0.4241619839467585,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,FOXN2,0.8372985392475897,0.4024247801518628,103,0.4385977940980976,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF804A,0.7994257939305826,0.42404355886788253,35,0.4604353568304247,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,MEIS2,0.7945915565231052,0.4268511314803772,97,0.4617608894453151,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,IRF2,-0.7814145069472916,0.43455874156784996,10,0.4683577548009049,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ETS1,0.7714817262204946,0.44042144977202985,354,0.472924877799486,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF324,0.7659087811651871,0.44373058061885573,39,0.4747264667650258,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,DLX3,0.7406348871911327,0.45891484889601913,32,0.48917297080125116,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,MECOM,-0.6696331301808948,0.5030916890033543,158,0.5343054069342195,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF451,0.6088548529021786,0.5426206514701917,18,0.5741913075557301,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,TRERF1,-0.5997946985970246,0.5486430668834748,125,0.5784606248662723,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF628,0.5689386163030392,0.5693977977961524,17,0.5981760258436114,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,OVOL1,0.5445307119488866,0.5860763201357109,65,0.6134827667607621,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF83,-0.5238720790552451,0.6003675158582099,95,0.6255095051090064,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF596,0.5217206914206712,0.601864815912446,43,0.6255095051090064,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,NR2F2,0.4953278026970288,0.6203687484885055,12,0.6424459281500182,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF177,-0.47435384523094437,0.6352476002798718,12,0.6555214598632719,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,KLF8,0.44474124324159114,0.6565067604004274,103,0.6750652553940791,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ZNF57,0.350317484879085,0.7261004446179757,127,0.7439972865627851,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,EGR4,-0.3404249572010239,0.7335365266991446,48,0.7489794009454425,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,GATA3,-0.29893959130786923,0.764986138050646,84,0.7783600215829999,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,ELK4,-0.26442589852207443,0.7914517573691191,20,0.8024824438829745,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,HES5,0.18844436806236078,0.850528321972337,267,0.8593879919928822,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,KLF3,-0.16478455281471324,0.8691135628907738,78,0.875128189623582,Repressed in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,FOXE1,0.02142478529649355,0.9829068022940761,10,0.98629613609509,Activated in limbus,NES = regulon activity; not transcript abundance
C3,Limbus vs cultured limbal epithelial cells,SOX11,-0.008445883978395028,0.9932612396873506,26,0.9932612396873506,Repressed in limbus,NES = regulon activity; not transcript abundance
